retailer,name,address,region,postal_code,latitude,longitude,maps_url,is_active,fase,casa_loy_blanco,casa_loy_reposado,casa_loy_cristalino,casa_loy_anejo,casa_loy_piedra_y_agave_blanco,taddel_plata,taddel_reposado,taddel_cristalino,tierra_zafiro_blanco,tierra_zafiro_blanco_100_pure,tierra_zafiro_reposado,tierra_zafiro_cristalino,creado_en,casa_loy_piedra_y_agave_reposado,pdv,cdc,cl,td,tz
Wild West Liquors,,"51235 Hwy 6, Glenwood Springs, CO 81601",usa,81601,39.5618274,-107.3593731,https://maps.app.goo.gl/spScCDzghQsHnvJr7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Wilibees Wines & Spirits-Petaluma,,,usa,94952,38.2370603,-122.6333988,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Windsor Mill Tavern,,"301 Main St Unit C, Windsor, CO 80550",usa,80631,40.4795395,-104.9009711,https://maps.app.goo.gl/LTN5Cgcn188BNQY76,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Wine Bank,,,usa,92101,32.7092311,-117.1599783,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Wonderland Liquor & Market,,,usa,92802,33.802988,-117.9277593,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Woodside Wine and Spirits,,"1105 16th St, Greeley, CO 80631",usa,80631,40.414072,-104.696749,https://maps.app.goo.gl/cEttCnoQwUjgmELc8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Wyatt's Wet Goods,,"1250 S Hover St Unit C, Longmont, CO 80501, Estados Unidos",usa,80501,40.145196,-105.1282174,https://maps.app.goo.gl/JrDNLWseEhP1LAKZ8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
Wyman's Liquor,,,usa,90241,33.9321487,-118.1178179,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Zarape' Cocina & Cantina,,"8351 Santa Monica Blvd, West Hollywood, CA 90069, Estados Unidos",usa,90046,34.0910467,-118.3717022,https://maps.app.goo.gl/kvx8XbuzFFzYspGf6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
XSO club downtown denver,,"500 16th St Mall #322, Denver, CO 80202",usa,80202,39.7434951,-104.9906244,https://maps.app.goo.gl/MXbQUof7nTDLhDvk9,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,
Zen Wine & Spirits,,"9854 Zenith Meridian Dr, Englewood, CO 80112",usa,80112,39.5367252,-104.8560392,https://maps.app.goo.gl/KTY1EWntoa4uDRc49,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
VINOS LA PLAYA,COLIMA,"Felipe Sevilla del Róo 476, Lomas Vista Hermosa, 28010 Colima, Col.",mx,28010,19.2511799,-103.7109207,https://maps.app.goo.gl/u3nihYuSdeCMBS2B8,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,AJIJIC,"Hidalgo 48-Interior 9 - 10, 45922 Ajijic, Jal.",mx,45922,20.2978651,-103.2455415,https://maps.app.goo.gl/tAnJixU6YdxZQFsb9,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,TOLUQUILLA,"Adolf B, Av. Adolf Bernard Horn Junior 72-Local 16, Tlaquepaque, 45610 San Pedro Tlaquepaque, Jal.",mx,45610,20.5733344,-103.3647773,https://maps.app.goo.gl/56LcQiwMmYVect2m6,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,BUGAMBILIAS,"Av. Adolfo López Mateos Sur 900, Francisco Sarabia, 45236 Zapopan, Jal. López Mateos Sur 900, Francisco Sarabia, Jal.",mx,45236,20.6105428,-103.4299659,https://maps.app.goo.gl/tq5vptCvRTJEZqix7,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,PIPILA,"Pipila 139, Centro, 48300 Puerto Vallarta, Jal.",mx,48300,20.6130525,-105.2329083,https://maps.app.goo.gl/ocBzhUBnPiwvVBtBA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,MARIANO OTERO,"Plaza Ubika, Av. Mariano Otero 2034-locales 103, 104 y 105, Mariano Otero, 45066 Zapopan, Jal.",mx,45066,20.6295659,-103.455839,https://maps.app.goo.gl/wEVdP4952TLovWDa7,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,18 DE MARZO,"Jimenez De, J. de Quezada 2925, 18 de Marzo, 44960, Guadalajara, Jal.",mx,44960,20.6346355,-103.3708904,https://maps.app.goo.gl/6u5HHiYwtXu32wyP9,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,NIóOS HEROES,"Av. Nióos Hóroes 215, De Santa Maróa, 45500 San Pedro Tlaquepaque, Jal.",mx,45500,20.6353447,-103.3169024,https://maps.app.goo.gl/pqymd397aGN59tzy5,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,PALMAS,"Pablo Picasso, Zona Hotelera, Las Glorias, 48333 Puerto Vallarta, Jal.",mx,48333,20.6364613,-105.2320996,https://maps.app.goo.gl/dHfWw5nMx7gyG59J8,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,TONALA,"Av. Patria 850, 45403 Tonaló, Jal.",mx,45403,20.6375109,-103.2830031,https://maps.app.goo.gl/nxdyuwiZsY1o8BCa8,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,BODEGA VALLARTA,"Carretera Aeropuerto Km 2.0, Versalles, 48310 Puerto Vallarta, Jal.",mx,48310,20.6386217,-105.2326079,https://maps.app.goo.gl/N46fcnX7NuTmGjpY9,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,ARALIAS,"Av. Francisco Villa Nó 1296 Entre Av. Pavo Real Y, De Los Tules, Las Aralias, 48328 Puerto Vallarta, Jal.",mx,48328,20.6406482,-105.2208407,https://maps.app.goo.gl/MQBtoXs19Z8MTdHj6,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,SOL,"Ahuizotl 138, Cd del Sol, 45050 Zapopan, Jal.",mx,45050,20.6480197,-103.4058646,https://maps.app.goo.gl/vcZwXuH4Kd12vuUw9,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,GUADALUPE,"Av Guadalupe 6186, Jardines de Chapalita, Exitmex, 45010",mx,45010,20.6591239,-103.4405577,https://maps.app.goo.gl/9vBVytendA2JES9n8,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,CHAPALITA,"Av. Chapalita No. 1010-Int 1, Chapalita, 44500",mx,44500,20.6626785,-103.3905214,https://maps.app.goo.gl/d7vXQKUVep5q9qP2A,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,MARINA,"Blvd. Francisco Medina Ascencio 2912, Villa Las Flores, 48335 Puerto Vallarta, Jal.",mx,48335,20.6667277,-105.2473699,https://maps.app.goo.gl/Mor9MqwSaL1RQ6F97,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,PATRIA,"Av. Patria 475, Lomas del Seminario, 45038 Zapopan, Jal.",mx,45038,20.6679496,-103.4241195,https://maps.app.goo.gl/Z3aG7wyXKenes6KH9,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,GOLFO,"Av. Móxico 3085, Vallarta Nte., 44690 Guadalajara, Jal.",mx,44690,20.6790803,-103.392921,https://maps.app.goo.gl/3yp97RBUyfmmKuzz5,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,MUNGUIA,"Av Enrique Dóaz de León Sur 280, Zona Centro, 44200, Guadalajara, Jal.",mx,44200,20.680766,-103.359144,https://maps.app.goo.gl/2Laa9G8WzbFHibG27,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,NICOLAS ROMERO,"C. Nicolós Romero 387, Santa Teresita, 44100 Guadalajara, Jal",mx,44100,20.6828667,-103.3621601,https://maps.app.goo.gl/Arj3SaU1n67BbLiXA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,AMERICAS,"Av. de las Amóricas 530, Ladrón de Guevara, Ladron De Guevara, 44600 Guadalajara, Jal.",mx,44600,20.6862832,-103.3731709,https://maps.app.goo.gl/ZXevGHoPPJkfh88AA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,FEDERALISMO,"Calz del Federalismo Nte 1360, Mezquitan, 44270 Guadalajara, Jal.",mx,44270,20.6959235,-103.3543899,https://maps.app.goo.gl/VarmkGKY1H6ekB6SA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,PABLO NERUDA,"Av Pablo Neruda S/N, Providencia 4a. Secc, 44638",mx,44638,20.6967368,-103.3906582,https://maps.app.goo.gl/UBKtb64FEoFhd9cq7,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,CALZADA,"Av. Cvln. Dr. Atl 7, Monumental, 44320 Guadalajara, Jal.",mx,44320,20.6971493,-103.3295514,https://maps.app.goo.gl/7UUTt4tyfCJrziuj7,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,ACUEDUCTO,"Av. Acueducto 4400, Lomas del Bosque, 45118 Zapopan, Jal.",mx,45118,20.7106059,-103.407248,https://maps.app.goo.gl/ZVdNWiscgLJoVZq59,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,VALLE REAL,"Av. Sta. Margarita 4460, Jardón Real, 45136 Zapopan, Jal.",mx,45136,20.7299224,-103.4379879,https://maps.app.goo.gl/PCCYvo4GeK3A2SkSA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,LA CIMA,"Av. Juan Gil Preciado 1600, La Cima, 45134 Zapopan, Jal.",mx,45134,20.7464725,-103.4138483,https://maps.app.goo.gl/bb9HsZqXdowRLcA68,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,SAN SISIDRO,"Av. Camino a Bosque de San Isidro 780-1, San Josó del Bajóo, 45180 Zapopan, Jal.",mx,45180,20.7473716,-103.3852031,https://maps.app.goo.gl/MTtE3YF2T19Ss6zNA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,BOREALES,"Av Federalistas 1294, Colinas del Rey, 45130 Zapopan, Jal.",mx,45130,20.7529069,-103.3959769,https://maps.app.goo.gl/Uaaq8rXjPoV9be9RA,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,TEPATITLAN,"Cto. Interior S S Juan Pablo II 273-a, La Gloria, 47620 Tepatitlón de Morelos, Jal.",mx,47620,20.8098472,-102.7794154,https://maps.app.goo.gl/8bBoUU1MsWfyLqZT7,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
VIPE,,"Iturbide 27, Centro, 47711 Pegueros, Jal.",mx,47711,20.9501107,-102.666495,https://maps.app.goo.gl/YX9Yzn7HMWuyXeby8,true,Julio Delgado,true,true,true,true,false,false,false,false,true,false,true,true,,false,true,false,,,
Vor,,"Av. de Las Torres 113, San Andrós Atenco Ampliacion, 54040 Tlalnepantla, Móx.",mx,54040,19.5447351,-99.2251514,https://maps.app.goo.gl/tPT3b4BGdqLcdMzz5,true,Victor Curiel,false,false,false,false,false,false,false,false,false,false,true,false,,false,true,false,,,
Yes Club,,"Av. A Ruiz Cortines Pte 1098, Central de Carga CP 67129, Guadalupe NL",mx,67129,25.7033215,-100.239141,https://maps.app.goo.gl/g5rriHkwAWaVj6c18,true,Alejandro Carranza,false,false,true,false,false,true,false,true,false,false,false,false,,false,false,true,,,
Zorroxxo,Zorroxxo,"45444 San Joaquón Zorrillos, Jal.",mx,45444,20.6205939,-103.0169809,https://maps.app.goo.gl/ZyP1fhsrLxj1wBvw7,true,Isaac Gomez,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
